State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted
AK,Other,half an hour appr.,5/24/99,,AL,Other,15 seconds,1/5/11,,AR,Light,35 SEC.,10/8/07,,AZ,Disk,a few seconds,7/20/14,,CA,Diamond,4 minutes,1/26/15,,CO,Other,20 seconds,9/30/13,,CT,Fireball,2 minutes,9/24/12,,,,,,,,,,,,FL,,5 minutes,1/7/15,,GA,Fireball,5 seconds,10/14/13,,HI,Circle,Years,2/1/07,,IA,Light,15 seconds,7/6/10,,ID,Light,20 minutes,3/10/11,,IL,Changing,10 minutes,9/9/13,,IN,Light,15-20 minutes,12/12/13,,KS,Circle,2 minutes,10/31/08,,KY,Changing,3 minutes,6/27/11,,LA,Triangle,10 min,5/12/09,,,,,,,,,,,,ME,Flash,1 Minute,12/12/09,,,,,,,,,,,,,,,,,MS,Sphere,15 minutes,1/19/05,,,,,,,,,,,,,,,,,,,,,,NH,Unknown,3-4 min.,12/12/09,,NJ,Light,3 minutes,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Light,10 minutes,2/7/14,,,,,,,,,,,,,,,,,,,,,,TN,Triangle,NA,2/4/13,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Fireball,20 minutes,8/30/13,,,,,,,,,,
AK,Disk,1.5 minutes,3/16/00,,AL,Circle,5 MIN,11/21/10,,AR,Circle,30 sec,6/12/08,,AZ,Light,5-7 minutes,6/4/14,,CA,Sphere,5 minutes,1/16/15,,CO,Triangle,3 minutes,9/30/13,,CT,Flash,3:15,11/4/12,,,,,,,,,,,,FL,Triangle,2 minutes,12/22/14,,GA,Triangle,10 minutes,10/14/13,,HI,Sphere,10 seconds,6/12/02,,IA,Light,120seconds,7/6/10,,ID,Light,every morning,1/31/11,,IL,Sphere,1-2 minutes,7/20/14,,IN,Cylinder,29 minutes,8/30/13,,KS,Circle,45 seconds,10/31/08,,KY,Other,About 30 seconds,1/12/12,,LA,Light,about 10 seconds,12/12/09,,,,,,,,,,,,ME,Light,2 Minutes,10/10/11,,,,,,,,,,,,,,,,,MS,Egg,25 minutes,6/18/03,,,,,,,,,,,,,,,,,,,,,,NH,Triangle,20 minutes,12/12/09,,NJ,Oval,seconds,1/16/14,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Fireball,2.5 minutes,2/7/14,,,,,,,,,,,,,,,,,,,,,,TN,Circle,45 minutes,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Circle,10 minutes,8/30/13,,,,,,,,,,
AK,Sphere,approximately 2 minutes,4/2/99,,AL,Sphere,about 15 min,7/4/11,,AR,Triangle,60 seconds,8/14/07,,AZ,Other,20 seconds,6/4/14,,CA,Circle,5-7 minutes,1/16/15,,CO,Cigar,1+ hour,9/30/13,,CT,Light,at least 3 hours,9/24/12,,,,,,,,,,,,FL,Circle,3 minutes,12/22/14,,GA,Circle,15 minutes,10/3/13,,HI,Sphere,3 Minutes,8/28/03,,IA,Cylinder,15 - 20 min,6/23/10,,ID,Triangle,45 sec - 1 min,11/21/10,,IL,Other,,6/15/15,,IN,Triangle,6 seconds,12/20/12,,KS,Fireball,1 second,8/12/08,,KY,Sphere,2 minutes,6/20/11,,LA,Light,1 hour,3/19/09,,,,,,,,,,,,ME,Flash,1 hour +/-,12/12/09,,,,,,,,,,,,,,,,,MS,Light,two minutes,4/22/03,,,,,,,,,,,,,,,,,,,,,,NH,Light,1 minute,12/12/09,,NJ,Light,5 minutes,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Sphere,1 minutes,2/7/14,,,,,,,,,,,,,,,,,,,,,,TN,Circle,2 minutes,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Circle,30 seconds,8/30/13,,,,,,,,,,
AK,Triangle,5 min,8/5/01,,AL,Teardrop,Twenty Minutes,11/21/10,,AR,Circle,10 minutes,8/14/07,,AZ,Light,15 minutes,6/4/14,,CA,Triangle,5 minutes,1/16/15,,CO,Changing,5 hours,11/20/13,,CT,Circle,3 minutes,10/3/14,,,,,,,,,,,,FL,Fireball,5 minutes,12/22/14,,GA,Triangle,5 minutes,10/14/13,,HI,Changing,couple seconds,10/28/02,,IA,Triangle,1:30,6/23/10,,ID,Fireball,5 minutes,11/21/10,,IL,Fireball,30 minutes,9/9/13,,IN,Sphere,14 minutes,12/20/12,,KS,Unknown,2,8/12/08,,KY,Light,35 to 40 seconds,5/29/11,,LA,Light,30 minutes,3/19/09,,,,,,,,,,,,ME,Light,2 seconds,12/12/09,,,,,,,,,,,,,,,,,MS,Light,2-3 Min.,3/21/03,,,,,,,,,,,,,,,,,,,,,,NH,Unknown,5 sec,12/12/09,,NJ,Oval,10 seconds,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Unknown,35 seconds,2/7/14,,,,,,,,,,,,,,,,,,,,,,TN,Light,0.05 minutes,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Diamond,10 seconds,8/30/13,,,,,,,,,,
AK,Fireball,30-45 sec,5/24/05,,AL,Sphere,10 minutes,11/21/10,,AR,,,8/7/07,,AZ,Sphere,15 minutes,6/4/14,,CA,Light,3 minutes,1/16/15,,CO,Fireball,15 seconds,9/30/13,,CT,Fireball,10 minutes,9/24/12,,,,,,,,,,,,FL,Flash,5 minutes,12/22/14,,GA,Fireball,20 minutes,10/3/13,,HI,Oval,5 mins.,6/12/02,,IA,Disk,unknown,7/6/10,,ID,Light,1 hr,11/21/10,,IL,Unknown,~1 minute,8/30/13,,IN,Diamond,4 minutes,12/20/12,,KS,Light,40 minutes,8/12/08,,KY,Sphere,20 minutes,7/4/12,,LA,Diamond,30 sec,3/19/09,,,,,,,,,,,,ME,Circle,15 seconds,12/12/09,,,,,,,,,,,,,,,,,MS,Disk,,3/21/03,,,,,,,,,,,,,,,,,,,,,,NH,Sphere,30-40 minutes,12/12/09,,NJ,Light,2 minutes,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Changing,15 minutes,2/7/14,,,,,,,,,,,,,,,,,,,,,,TN,Diamond,15 seconds,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Triangle,8 minutes,11/11/13,,,,,,,,,,
AK,Sphere,20 minites approx.,4/2/99,,AL,Cylinder,about 30 seconds,11/21/10,,AR,Other,30 min,8/14/07,,AZ,Circle,30 minutes,6/4/14,,CA,Fireball,8 minutes,1/16/15,,CO,Disk,2 seconds,9/9/13,,CT,Oval,40 minutes,9/24/12,,,,,,,,,,,,FL,Unknown,1.25 minutes,12/22/14,,GA,Other,Several seconds,9/30/13,,HI,Circle,20-25 seconds,1/29/02,,IA,Changing,:30,6/3/10,,ID,Triangle,10 sec,11/21/10,,IL,,3 seconds,8/30/13,,IN,Circle,2 hours,12/20/12,,KS,Unknown,20 seconds,7/5/08,,KY,Circle,1-2 minutes,5/12/11,,LA,Teardrop,20:27,4/3/11,,,,,,,,,,,,ME,Triangle,20 seconds,12/12/09,,,,,,,,,,,,,,,,,MS,Light,4 minutes,8/15/14,,,,,,,,,,,,,,,,,,,,,,NH,Formation,20 minutes,12/12/09,,NJ,Fireball,3-4 minutes,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Light,3 minutes,1/30/14,,,,,,,,,,,,,,,,,,,,,,TN,Fireball,30-40 seconds,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Light,15 minutes,8/30/13,,,,,,,,,,
AK,Flash,flash,2/16/99,,AL,Chevron,45 sec,11/21/10,,AR,Light,120 min,8/7/07,,AZ,Circle,1 hour,6/4/14,,CA,Fireball,5 seconds,1/16/15,,CO,Circle,10 seconds,8/30/13,,CT,Fireball,1-2 minutes,5/15/13,,,,,,,,,,,,FL,Triangle,5-10 seconds,12/18/14,,GA,Circle,5 minutes,9/30/13,,HI,Circle,15 seconds,1/29/02,,IA,Sphere,Every Night,6/3/10,,ID,Triangle,about 30seconds,11/21/10,,IL,Fireball,3 minutes,8/30/13,,IN,Oval,1 minute,12/20/12,,KS,Triangle,6 seconds,7/5/08,,KY,Sphere,10-15 seconds,5/12/11,,LA,Sphere,5 minutes,3/19/09,,,,,,,,,,,,ME,Circle,10 seconds,12/12/09,,,,,,,,,,,,,,,,,MS,Disk,about or around 10 minute,12/23/02,,,,,,,,,,,,,,,,,,,,,,NH,Disk,7 to 10 seconds,12/12/09,,NJ,Light,1 minute,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Flash,1.5 hours,1/30/14,,,,,,,,,,,,,,,,,,,,,,TN,Light,25 seconds,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Oval,10 minutes,8/30/13,,,,,,,,,,
AK,Flash,30 seconds,10/15/03,,AL,Triangle,4 minutes,11/21/10,,AR,Light,1 hour,8/7/07,,AZ,Light,30 seconds,5/8/14,,CA,Other,4 minutes,1/16/15,,CO,Light,5 seconds,8/30/13,,CT,Light,2 seconds,9/24/12,,,,,,,,,,,,FL,Light,1 minute,12/22/14,,GA,Sphere,30 seconds,9/30/13,,HI,Light,2 - 3 minutes,1/11/02,,IA,Light,2:00,6/3/10,,ID,Light,5 min.,8/30/10,,IL,Egg,3 minutes,3/18/14,,IN,Light,30 minutes,12/20/12,,KS,Sphere,30 seconds,6/12/08,,KY,Sphere,10 seconds,5/2/11,,,,,,,,,,,,,,,,,ME,Light,1-2 minutes,12/12/09,,,,,,,,,,,,,,,,,MS,Light,2-3 Min.,10/15/02,,,,,,,,,,,,,,,,,,,,,,NH,Light,10 sec,12/12/09,,NJ,Formation,60 seconds,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Unknown,1 hour,1/30/14,,,,,,,,,,,,,,,,,,,,,,TN,Triangle,4 minutes,12/2/13,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Unknown,5 minutes,7/22/13,,,,,,,,,,
AK,Flash,2 min.,2/16/99,,AL,Unknown,One minute,8/24/10,,AR,Disk,2 minutes,8/7/07,,AZ,Fireball,3 minutes,5/8/14,,CA,Unknown,8-10 minute,1/16/15,,CO,Light,2:00,8/30/13,,CT,Oval,2-4 minutes,9/24/12,,,,,,,,,,,,FL,Light,3 minutes,12/18/14,,GA,Fireball,seconds,9/30/13,,HI,Triangle,2 min,1/11/02,,IA,Light,10 sec,5/12/11,,ID,Flash,4 minutes,8/24/10,,IL,Formation,1.75 seconds,8/30/13,,IN,Chevron,20 seconds,12/20/12,,KS,Triangle,15 minutes,6/12/08,,KY,Sphere,5 minutes,5/2/11,,,,,,,,,,,,,,,,,ME,Triangle,3-5 min,12/12/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Other,1 minute,12/12/09,,NJ,Circle,5 minutes,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Formation,2 minutes,1/30/14,,,,,,,,,,,,,,,,,,,,,,TN,Light,15 seconds,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Circle,10 seconds,7/22/13,,,,,,,,,,
AK,Oval,15 min.,9/6/02,,AL,Circle,1:20 min,7/28/10,,AR,Disk,3 Minutes,6/12/07,,AZ,Unknown,5 minutes,5/2/14,,CA,Circle,2 minutes,1/9/15,,CO,Disk,15 minutes,8/30/13,,CT,Sphere,1 minutes,9/24/12,,,,,,,,,,,,FL,Chevron,5 minutes,12/18/14,,GA,Fireball,6-8 seconds,9/30/13,,HI,Other,15 seconds,1/29/02,,IA,Triangle,25 mins,5/12/10,,ID,Disk,2 minutes,8/30/10,,IL,Fireball,2 minutes,8/30/13,,IN,Changing,10 minutes,12/20/12,,KS,Fireball,15 Seconds,4/17/08,,KY,Cigar,,5/2/11,,LA,Triangle,About 6 minutes,3/19/09,,,,,,,,,,,,ME,Sphere,10 seconds,12/12/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ,Circle,15 minutes,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Light,5 minutes,1/30/14,,,,,,,,,,,,,,,,,,,,,,TN,Light,4:35,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Circle,30 secounds,7/22/13,,,,,,,,,,
AK,Formation,5 minutes,12/12/09,,AL,Light,20 MIN.,7/28/10,,AR,Light,15 Seconds,6/12/07,,AZ,Circle,2 minutes,5/2/14,,CA,Other,30 minutes,1/9/15,,CO,Formation,5 minutes,8/30/13,,CT,Triangle,5 minutes,9/24/12,,,,,,,,,,,,FL,Cigar,10 minutes,12/18/14,,GA,Light,10 seconds,9/30/13,,HI,Disk,2 hrs,9/4/03,,IA,Fireball,10 seconds,5/12/10,,ID,Cigar,5 minutes,11/21/10,,IL,Light,~2 hours,8/30/13,,IN,Formation,2 minutes,11/19/12,,KS,Cigar,30 secs,8/28/09,,KY,Triangle,25 minutes,7/26/14,,LA,Unknown,5 minutes,3/19/09,,,,,,,,,,,,ME,Light,10 mins,12/12/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Light,appx 15-20 sec,12/12/09,,NJ,Cone,5 minutes,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Light,3 seconds,1/24/14,,,,,,,,,,,,,,,,,,,,,,TN,Flash,fraction of a second,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Unknown,10 minutes,7/22/13,,,,,,,,,,
AK,Light,12 min,1/28/99,,AL,Triangle,2 minutes,7/28/10,,AR,Light,10,6/12/07,,AZ,Light,1 hour,5/2/14,,CA,Cigar,4 minutes,1/26/15,,CO,Light,,8/30/13,,CT,Circle,5 minutes,9/24/12,,,,,,,,,,,,FL,Changing,3 minutes,12/18/14,,GA,Light,1 minute,6/24/14,,HI,Disk,2 hours,7/8/04,,IA,Unknown,30 seconds,5/12/10,,ID,Cylinder,3 seconds,11/21/10,,IL,Fireball,2.0 minutes,8/30/13,,IN,Circle,What I saw was just a few,11/19/12,,KS,Formation,5 minutes,10/31/08,,KY,Light,5-10 minutes,3/23/11,,LA,Unknown,10 minutes,3/19/09,,,,,,,,,,,,ME,Sphere,3 minutes,12/12/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Fireball,1 to 2 mins,12/12/09,,NJ,Rectangle,3 minutes,8/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,1 minute,1/24/14,,,,,,,,,,,,,,,,,,,,,,TN,Other,10-20 seconds,11/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Circle,15 minutes,7/14/13,,,,,,,,,,
AK,Light,2-3 minutes,12/12/09,,AL,Unknown,15 min,7/28/10,,AR,Light,20,4/27/07,,AZ,Light,6 minutes,5/2/14,,CA,Fireball,2 minutes,1/9/15,,CO,Light,5+ hours,8/30/13,,CT,Fireball,5 minutes,9/24/12,,,,,,,,,,,,FL,Flash,,12/18/14,,GA,Fireball,5 minutes,9/30/13,,HI,Light,30-45 seconds,10/12/01,,IA,Fireball,10 seconds,5/12/10,,ID,Light,30 seconds,2/7/14,,IL,Sphere,4,8/30/13,,IN,Sphere,0:02,11/19/12,,KS,Triangle,2 min.,4/17/08,,KY,Unknown,20-30 mins,3/10/11,,LA,Other,3 to 4 mins,8/5/09,,,,,,,,,,,,ME,Light,25 minutes,12/12/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Other,2 min,12/12/09,,NJ,Other,30 seconds,7/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Oval,2 hours,1/24/14,,,,,,,,,,,,,,,,,,,,,,TN,Unknown,10 seconds,11/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Circle,15 minutes,7/14/13,,,,,,,,,,
AK,Circle,10 seconds,3/2/04,,AL,Cylinder,ongoing,7/19/10,,AR,Light,10-30 seconds,4/27/07,,AZ,Rectangle,Unknown,5/2/14,,CA,Diamond,2.5 minutes,1/9/15,,CO,,10 seconds,8/30/13,,CT,Light,5 seconds,8/19/12,,,,,,,,,,,,FL,Disk,3 seconds,12/18/14,,GA,Light,15-20 seconds,10/14/13,,HI,Sphere,15 seconds,9/28/02,,IA,Fireball,30 secs,5/12/10,,ID,Triangle,40 minutes and counting,8/24/10,,IL,Circle,20+ minutes,8/30/13,,IN,Triangle,45 minutes,11/19/12,,KS,Light,5 hours,3/4/08,,KY,Changing,,2/18/11,,LA,Sphere,2-3 min,3/19/09,,,,,,,,,,,,ME,Circle,1 to 2 minutes,8/27/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Triangle,1 minute,8/27/09,,NJ,Fireball,~10 minutes,7/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Circle,5 seconds,1/10/14,,,,,,,,,,,,,,,,,,,,,,TN,Circle,45 seconds,11/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Circle,10 seconds,7/14/13,,,,,,,,,,
AK,Sphere,10 minutes,9/26/98,,AL,Chevron,15 seconds,7/19/10,,AR,Cigar,5 mins,3/8/07,,AZ,Triangle,1 minute,5/2/14,,CA,Other,,1/16/15,,CO,Triangle,4,1/30/15,,CT,Light,20 minutes,9/24/12,,,,,,,,,,,,FL,Light,1 minute,12/18/14,,GA,Light,5 minutes,9/30/13,,HI,Triangle,5 minutes,2/25/03,,IA,Circle,,5/12/10,,ID,Disk,5 seconds,8/24/10,,IL,Other,15 minutes,8/30/13,,IN,Sphere,1min. And 30 min. Later,11/19/12,,KS,Light,5 seconds,3/4/08,,KY,Triangle,35 min,1/31/11,,LA,Light,10min,3/19/09,,,,,,,,,,,,ME,Flash,less than five min,8/27/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Circle,still going,8/27/09,,NJ,Oval,3 minutes,7/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Light,90 seconds,1/10/14,,,,,,,,,,,,,,,,,,,,,,TN,Triangle,5 minutes,11/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Sphere,1 minute,7/14/13,,,,,,,,,,
AK,Light,3 minutes?,9/26/98,,AL,Light,4 seconds,7/19/10,,AR,Circle,5:00,3/8/07,,AZ,Circle,4:00,5/2/14,,CA,Unknown,40 seconds,1/9/15,,CO,Sphere,2 minutes,8/30/13,,CT,Triangle,7 minutes,8/19/12,,,,,,,,,,,,FL,Light,2 seconds,12/18/14,,GA,Formation,5-10 minutes,9/30/13,,HI,Circle,about 2 minutes,8/5/01,,IA,Flash,5 seconds,4/13/10,,ID,Triangle,1-2 Minutes on and off,7/28/10,,IL,Fireball,60 seconds,7/22/13,,IN,Light,6 seconds,4/17/15,,KS,Light,hours,2/14/08,,KY,Light,1 Minute,1/12/12,,LA,Light,15-20 min,3/19/09,,,,,,,,,,,,ME,Cylinder,15 min,8/27/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Light,1-2 minutes,8/5/09,,NJ,Formation,10-15 minutes,7/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Unknown,10-15 minutes,1/10/14,,,,,,,,,,,,,,,,,,,,,,TN,Other,15 minutes,11/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Cylinder,20 seconds,7/5/13,,,,,,,,,,
AK,Light,40mins.,9/26/98,,AL,Other,2 hours,7/10/10,,AR,Light,45 min.,2/24/07,,AZ,Circle,5 minutes,4/24/14,,CA,Circle,until sunrise,1/9/15,,CO,Sphere,1.5 hours,8/30/13,,CT,Circle,1 minute,11/6/14,,,,,,,,,,,,FL,Fireball,sky,12/18/14,,GA,Light,~5 minutes,12/2/13,,HI,Circle,5 min.,8/5/01,,IA,Fireball,,4/13/10,,ID,,5-10 seconds,7/19/10,,IL,Circle,2 minutes,7/22/13,,IN,Chevron,4 minutes,10/30/12,,KS,Other,3-5 minutes,2/14/08,,KY,Triangle,5-8 Secinds,1/5/11,,LA,Sphere,2 hours,3/19/09,,,,,,,,,,,,ME,Rectangle,10 minutes,8/27/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Light,0:01:30,6/9/09,,NJ,Triangle,5 minutes,7/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Oval,seconds?,1/16/14,,,,,,,,,,,,,,,,,,,,,,TN,Teardrop,30 seconds,11/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Sphere,30 seconds,12/12/14,,,,,,,,,,
AK,Light,1 1/2 hrs,9/26/98,,AL,Unknown,1-3 minutes,7/6/10,,AR,Sphere,2 hours,2/1/07,,AZ,Disk,during exposure of photo,6/4/14,,CA,Unknown,45 seconds,1/7/15,,CO,Cigar,1 minute,8/30/13,,CT,Other,10 minutes,9/24/12,,,,,,,,,,,,FL,Light,30 seconds,12/18/14,,GA,Fireball,5 minutes,9/30/13,,HI,Sphere,10 seconds,4/22/03,,IA,Sphere,15 minutes,4/13/10,,,,,,,IL,Other,ongoing,7/22/13,,IN,Light,1 minute,10/30/12,,KS,Other,morning,1/21/08,,KY,Oval,,1/5/11,,LA,Formation,10 minutes,3/19/09,,,,,,,,,,,,ME,Triangle,3-5 minutes,8/5/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Triangle,10-15 MINUTES,5/12/09,,NJ,Circle,30 seconds,7/14/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Unknown,still going,1/10/14,,,,,,,,,,,,,,,,,,,,,,TN,Circle,10 seconds,11/4/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Sphere,3 minutes,7/5/13,,,,,,,,,,
AK,Triangle,1 minute,7/16/03,,AL,Oval,10 min,3/23/11,,AR,Light,10 seconds,2/1/07,,AZ,Unknown,~1 minute,4/24/14,,CA,Triangle,10 minutes,1/7/15,,CO,Light,~1 hour,1/10/14,,CT,Other,10 minutes,8/19/12,,,,,,,,,,,,FL,Sphere,40 seconds,12/18/14,,GA,Circle,15 seconds,9/30/13,,HI,Light,5 seconds,4/28/01,,IA,Light,Two at 10 sec. each,4/13/10,,,,,,,IL,Fireball,3 minutes,7/22/13,,IN,Light,45 minutes,10/30/12,,KS,Triangle,less than a minute,1/21/08,,KY,Unknown,2 hours,1/5/11,,LA,Oval,4-5 seconds,3/19/09,,,,,,,,,,,,ME,Cigar,5 seconds,12/12/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Cigar,15-25 mins,4/14/09,,NJ,Fireball,2-4 minutes,7/14/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Circle,7 minutes,1/10/14,,,,,,,,,,,,,,,,,,,,,,TN,Triangle,10 minutes,11/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Other,10 minutes,7/14/13,,,,,,,,,,
AK,Oval,15 minutes,6/18/98,,AL,Light,1-2 minutes,4/11/14,,AR,Light,15 minutes,2/1/07,,AZ,Circle,,4/24/14,,CA,Other,10 minutes,1/7/15,,CO,Changing,20 minutes,8/30/13,,CT,Light,1:30 minutes,8/19/12,,,,,,,,,,,,FL,Unknown,5-10 minutes,12/18/14,,GA,Disk,,9/30/13,,HI,Other,5 minutes,2/18/01,,IA,Other,15 minutes,2/14/10,,,,,,,IL,Circle,10 minutes,7/14/13,,IN,Circle,on going,10/30/12,,KS,Disk,5 seconds,,,KY,Unknown,3 minutes,11/21/10,,LA,Triangle,5 minutes,3/19/09,,,,,,,,,,,,ME,Other,4 hours,8/5/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Unknown,30 seconds,4/14/09,,NJ,Fireball,2 hours,7/14/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Light,5 minutes,1/10/14,,,,,,,,,,,,,,,,,,,,,,TN,Circle,3 minutes,11/4/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Circle,1 minutes,7/14/13,,,,,,,,,,
AK,Sphere,90 sec,5/24/05,,AL,Teardrop,10-15 mins,6/3/10,,AR,Unknown,5 minutes,2/1/07,,AZ,Light,45 seconds,4/24/14,,CA,Fireball,5 minutes,1/7/15,,CO,Sphere,20 seconds,7/4/14,,CT,Circle,2-3 minutes,8/19/12,,,,,,,,,,,,FL,Unknown,4,12/18/14,,GA,Sphere,20 seconds,9/30/13,,HI,Fireball,5 seconds,2/18/01,,IA,Flash,1 minute,2/14/10,,,,,,,IL,Formation,2 minutes,7/14/13,,IN,Unknown,5 minutes,10/30/12,,,,,,,KY,Light,1:00 - 1:30,11/21/10,,LA,Light,5 seconds,3/19/09,,,,,,,,,,,,ME,Sphere,5 minutes,8/5/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Unknown,30 min,3/19/09,,NJ,Light,20-40 seconds,7/14/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Circle,5 minutes,1/10/14,,,,,,,,,,,,,,,,,,,,,,TN,Unknown,several minutes,11/4/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Sphere,7:00,7/14/13,,,,,,,,,,
AK,Disk,20 seconds,3/16/00,,AL,Triangle,10 minutes,4/13/10,,AR,Triangle,4-7 mins,12/14/06,,AZ,Light,90 minutes,4/24/14,,CA,Flash,5 minutes,1/7/15,,CO,Circle,0:04:00,7/22/13,,CT,Light,5 minutes,8/19/12,,,,,,,,,,,,FL,Unknown,2 minutes,12/18/14,,,,,,,HI,,3-5 seconds,2/18/01,,IA,Light,15 min,2/14/10,,,,,,,IL,Circle,30 seconds,8/30/13,,IN,Cigar,2 hours,10/30/12,,,,,,,KY,Chevron,15 mins,12/12/11,,LA,Teardrop,10 min.,1/10/09,,,,,,,,,,,,ME,Oval,4 minutes,6/9/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,Rectangle,1.5 hours,3/19/09,,NJ,Light,5 minutes,7/14/13,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,Circle,1 minute,1/10/14,,,,,,,,,,,,,,,,,,,,,,TN,Fireball,5 minutes,10/30/12,,,,,,,,,,,,,,,,,,,,,,,,,,,WI,Formation,2 minutes,7/5/13,,,,,,,,,,
